name,pii_found,access_violation,delete_violation,third_party_violation,encryption_violation,violation
acf-media-credit,false,false,false,false,false,false
web-visitor-counter,false,false,false,false,false,false
video-user-manuals,false,false,false,false,false,false
snap-finance-checkout,false,false,false,false,false,false
brozzme-hover-integration,false,false,false,false,false,false
sl-logo-slider,false,false,false,false,false,false
xylus-toolkit,false,false,false,false,false,false
infogram,false,false,false,false,false,false
indabug,false,false,false,false,false,false
if-shortcode,false,false,false,false,false,false
sharemacro,false,false,false,false,false,false
pegleg-ratings,true,false,false,false,false,false
broadstreet,true,true,true,false,true,true
ihs-geo-location,true,false,false,false,false,false
donate-crypto-block,false,false,false,false,false,false
woodo,false,false,false,false,false,false
askbox,false,false,false,false,false,false
wp-internetvista,false,false,false,false,false,false
log-deprecated-notices-extender,false,false,false,false,false,false
furgonetka,true,false,false,false,true,true
wizscriber-video-scribing-banner-ads,true,false,false,false,false,false
www-xml-sitemap-generator-org,true,false,false,false,false,false
photo-feed-tookapic,false,false,false,false,false,false
genesis-simple-share,false,false,false,false,false,false
genesis-custom-backgrounds,false,false,false,false,false,false
paper,false,false,false,false,false,false
canada-post-shipping-for-woocommerce,true,false,false,false,false,false
salesbeat-for-woocommerce,true,false,false,false,false,false
try-theme-to-develop,true,false,false,false,false,false
blacklist-updater,false,false,false,false,false,false
wp-link-analysis,false,false,false,false,false,false
cruftless,false,false,false,false,false,false
tiny-grid,false,false,false,false,false,false
puzzleme,false,false,false,false,false,false
qanva-analog-clock-for-elementor,false,false,false,false,false,false
woo-coming-soon,false,false,false,false,false,false
phplist-form-integration,true,false,false,false,false,false
block-permissions,true,false,false,false,false,false
nino-contact-form,true,false,false,false,false,false
get-user-custom-field-values,true,false,true,false,false,true
affiliateimporteram,true,false,false,false,false,false
mandatory-excerpt,false,false,false,false,false,false
lrh-shortcode-list,false,false,false,false,false,false
mm-login-customization,true,false,false,false,false,false
no-single-article-tags-in-tag-cloud,false,false,false,false,false,false
random-quotes,false,false,false,false,false,false
social-access-control,true,false,false,false,false,false
gutenberg-custom-fields,false,false,false,false,false,false
pin-dispenser-for-voguepay,false,false,false,false,false,false
tinyshield,true,false,true,false,true,true
yd-culqi-gateway-for-alidropship,false,false,false,false,false,false
post-to-do-lists,false,false,false,false,false,false
tour-operator-plugin,false,false,false,false,false,false
hivista-youtube,false,false,false,false,false,false
product-moda-frame,false,false,false,false,false,false
wip-custom-login,true,false,true,false,false,true
multisite-media-display,false,false,false,false,false,false
payperaccess,false,false,false,false,false,false
gel-proximity-for-woocommerce,true,true,true,false,true,true
gfm-syntaxhighlighter,false,false,false,false,false,false
twitter-content-locker,false,false,false,false,false,false
world-domination,false,false,false,false,false,false
er-sourceforge-stats,false,false,false,false,false,false
wonderplugin-video-embed,true,false,false,false,false,false
better-rest-apis-for-mobile-apps-by-sapricami,true,false,false,false,false,false
simple-404-keyword-insertion,true,false,true,false,false,true
one-click-print,false,false,false,false,false,false
haste-impress,false,false,false,false,false,false
adsmiddle,false,false,false,false,false,false
math-calculator,false,false,false,false,false,false
wp-team-showcase-and-slider,true,false,false,false,false,false
sc-custom-login,false,false,false,false,false,false
embed-wistia-vid,false,false,false,false,false,false
emoji-settings,false,false,false,false,false,false
dynamaker-cad-configurator-integration,true,false,false,false,false,false
lh-add-id-columns,true,false,false,false,false,false
tachcard-payments-gateway-for-woocommerce,true,false,false,false,false,false
rootspersona,true,false,false,false,false,false
woo-email-orders,true,false,false,false,false,false
comment-mention,true,false,false,false,false,false
secure-message,true,false,false,false,false,false
baw-better-plugin-managment,false,false,false,false,false,false
commenter-data,false,false,false,false,false,false
imod-social,false,false,false,false,false,false
softmixt-relations,true,false,false,false,false,false
qvo-payment-gateway,false,false,false,false,false,false
hookywoo,false,false,false,false,false,false
interface-for-android-wp-mobilereader,true,false,false,false,false,false
recrm,false,false,false,false,false,false
invelity-ikros-invoices,true,false,false,false,false,false
lorem-ipsum-and-place-holder-image-generator,false,false,false,false,false,false
simple-googlebot-visit,false,false,false,false,false,false
custom-text-on-add-to-cart-button-for-woocommerce,false,false,false,false,false,false
hide-all-notices,false,false,false,false,false,false
ajax-comments-wpmuified,false,false,false,false,false,false
wp-google-lang-transliteration,false,false,false,false,false,false
ioptimizer,false,false,false,false,false,false
bbpress-no-captcha-recaptcha,false,false,false,false,false,false
soukapay-for-woocommerce,true,false,false,true,false,true
simple-parse-push-service,false,false,false,false,false,false
authors,true,false,false,false,false,false
currency-switcher,true,false,false,false,false,false
scriblio-schema-cid,false,false,false,false,false,false
wp-mobile-themes,false,false,false,false,false,false
enquiry-woo,false,false,false,false,false,false
blockx,true,false,false,false,false,false
hikari-title-comments,false,false,false,false,false,false
ht-newsletter-for-elementor,false,false,false,false,false,false
oik-nivo-slider,false,false,false,false,false,false
wp-calameo,false,false,false,false,false,false
text-to-custom-field,false,false,false,false,false,false
release-listener-for-github,false,false,false,false,false,false
spontit,false,false,false,false,false,false
tc-specify-search-form,false,false,false,false,false,false
wc-importer-for-reviso,true,false,true,false,false,true
speech-balloon-maker,false,false,false,false,false,false
evanesco,true,false,true,false,false,true
wp-multisite-content-copier,true,false,false,false,false,false
technowiki,false,false,false,false,false,false
mycred-anspress-integration,false,false,false,false,false,false
indypress-events,false,false,false,false,false,false
elastik-addons-for-elementor,false,false,false,false,false,false
twitter-name-link,false,false,false,false,false,false
woo-payment-bkash,true,false,true,false,true,true
wao-io-cache-control,false,false,false,false,false,false
provide-forex-signals,true,false,true,false,false,true
izanai,true,false,false,false,false,false
social-fellow,false,false,false,false,false,false
wp-orphanage,true,false,false,false,false,false
only-self-pings,false,false,false,false,false,false
bms-qr-code,false,false,false,false,false,false
search-my-theme,true,false,false,false,false,false
lh-private-content-login,false,false,false,false,false,false
safly-article-lock,false,false,false,false,false,false
my-certificates-wall,false,false,false,false,false,false
eventsbymike,false,false,false,false,false,false
bbp-improvements-for-yoast,false,false,false,false,false,false
teraco-for-woocommerce,true,false,false,false,false,false
seo-nuinu,false,false,false,false,false,false
gravity-forms-quantity-limits,false,false,false,false,false,false
fooevents-calendar,false,false,false,false,false,false
openid,true,false,true,false,false,true
easy-digital-downloads-paddle-integration,false,false,false,false,false,false
my-revenue-books,true,false,false,false,false,false
click-to-scroll,false,false,false,false,false,false
plugin-output-cache,true,false,false,false,false,false
nagad-payment-gateway,true,false,false,false,true,true
asteroids-widget,true,false,false,false,false,false
wp-plus,true,false,false,false,false,false
woo-photo-tags,false,false,false,false,false,false
aklamator-twitch-classic,true,false,false,false,false,false
foyer,true,false,true,false,false,true
youtube-subscriber,true,false,false,false,false,false
a-colored-tag-cloud,false,false,false,false,false,false
etalia,true,false,false,false,false,false
azurecurve-rss-feed,true,false,false,false,false,false
um-online,true,false,false,false,false,false
axcoto-slideshow-plugin,false,false,false,false,false,false
easy-mortgage-rates,false,false,false,false,false,false
two-factor,true,false,true,false,false,true
georgian-sms-2-step-authorization,true,false,true,false,false,true
alfred-click-collect,true,false,false,false,true,true
seomoz-widgets,false,false,false,false,false,false
altruja,true,false,false,false,true,true
chat-button-for-isl-pronto,false,false,false,false,false,false
freefeatures,false,false,false,false,false,false
database-collation-fix,false,false,false,false,false,false
single-author-g-meta,false,false,false,false,false,false
linex-downloader,true,false,false,false,false,false
menu-icons,true,false,false,false,false,false
averroes,false,false,false,false,false,false
caret-country-access-limit,true,false,false,false,false,false
jc-pinterest-pin,false,false,false,false,false,false
accept-donations-with-custom-amount,false,false,false,false,false,false
wc-rich-reviews-lite,true,false,false,false,false,false
wp-postvoting,false,false,false,false,false,false
post-and-taxonomy-filter,true,false,false,false,false,false
wpsecurity,false,false,false,false,false,false
sonar-bangla,false,false,false,false,false,false
post-date-time-change,true,false,true,false,false,true
star-rating-review-w,false,false,false,false,false,false
easy-wordpress-content-locker,false,false,false,false,false,false
accordion-archive-widget,false,false,false,false,false,false
bp-email-to-wp-mail-from-bridge,true,false,false,false,false,false
image-alt-editor,false,false,false,false,false,false
chamber-dashboard-crm,true,false,false,false,false,false
hyvor-talk,true,false,false,false,false,false
serped-net,true,true,true,false,false,true
easy-image-widget,false,false,false,false,false,false
coon-google-maps,true,false,false,false,false,false
native-lands-search,true,false,false,false,false,false
free-education-helper,true,false,true,false,false,true
slideshare,false,false,false,false,false,false
childpages,false,false,false,false,false,false
statistico,false,false,false,false,false,false
f4w-our-team,true,false,false,false,false,false
change-username,true,false,false,false,false,false
restore-admin-menu,false,false,false,false,false,false
amazon-einzeltitellinks,false,false,false,false,false,false
expire-comment-links,false,false,false,false,false,false
about-me-image-widget,false,false,false,false,false,false
rift-raid-progress-widget,false,false,false,false,false,false
btcp-pay-for-woocommerce,true,false,true,false,false,true
upgrade-notification-by-email,false,false,false,false,false,false
credit-calc,true,false,false,false,false,false
wpr-halloween-scare-popup,false,false,false,false,false,false
google-highlight,false,false,false,false,false,false
elog,false,false,false,false,false,false
view-category,false,false,false,false,false,false
woocommerce-buddypress-integration-xprofile-checkout-manager,true,false,true,false,false,true
ruven-themes-shortcodes,true,false,false,false,false,false
dogo-content-widget,false,false,false,false,false,false
arya-license-manager,true,false,false,false,false,false
facebook-like-page-locker-lite,false,false,false,false,false,false
slovenska-posta-epodaci-harok,true,false,false,false,false,false
owner-info-widget,false,false,false,false,false,false
metwit-weather-widget,false,false,false,false,false,false
merge-minify-refresh-clear-caches,false,false,false,false,false,false
wp-sanitize,false,false,false,false,false,false
add-a-yoast-breadcrumb,false,false,false,false,false,false
wp-faqs-jquery-slide,false,false,false,false,false,false
pageapp,true,false,false,false,false,false
zingtree,false,false,false,false,false,false
kagg-fast-post-generator,true,false,false,false,false,false
crmpro-importer,true,false,true,false,false,true
add-new-default-avatar,true,false,false,false,false,false
giftkoederradar,false,false,false,false,false,false
shortcode-generator,false,false,false,false,false,false
wp-property-listings,false,false,false,false,false,false
wp-film-studio,true,false,false,false,false,false
karmacracy-widget,false,false,false,false,false,false
ux-flatsome-addons,false,false,false,false,false,false
users2csv,true,false,false,false,false,false
smart-post-grid-widget,true,false,false,false,false,false
buffer-flush-fix,false,false,false,false,false,false
set-html-lang-attribute-per-post,false,false,false,false,false,false
storefront-jetpack,false,false,false,false,false,false
gp-paymentgateways,true,false,false,true,true,true
cimy-header-image-rotator,false,false,false,false,false,false
wp-google-charts,false,false,false,false,false,false
whats-my-ip,false,false,false,false,false,false
tolktalkcx-contact-widget,false,false,false,false,false,false
irex-iliad-black-widget,false,false,false,false,false,false
student-inquiry-listing,true,false,false,false,false,false
acf-vc-integrator,true,false,false,false,false,false
ninjascanner,true,false,false,false,false,false
graceless-degradation,false,false,false,false,false,false
wp-guesthouse-reservation-form,true,false,true,false,false,true
gsearch-plus,false,false,false,false,false,false
business-one-toolkit,false,false,false,false,false,false
currency-converter-widget-pro,false,false,false,false,false,false
quick-plugin-switcher,false,false,false,false,false,false
mingle-aweber-signup,true,false,false,false,false,false
clockwork-wp,false,false,false,false,false,false
cod-confirmation-for-india,true,true,true,false,true,true
ad-code-manager,false,false,false,false,false,false
miraget-b2b-leads-generation,true,false,false,false,false,false
sunlime-post-label-center-export-tool,true,false,false,false,false,false
kgr-elot-743,false,false,false,false,false,false
showeblogin-facebook-page-like-box,false,false,false,false,false,false
supra-csv-parser,true,false,true,false,false,true
rcp-allow-rest,false,false,false,false,false,false
proprofs-chat,true,false,false,false,false,false
archivescode-addons-for-elementor,false,false,false,false,false,false
gmap-point-list,false,false,false,false,false,false
wp-simplemeetingconfirmation,true,false,false,false,false,false
video-comments-webcam-recorder,true,false,true,false,false,true
moolah-e-commerce,false,false,false,false,false,false
payment-options-per-product,false,false,false,false,false,false
no-browse-happy,false,false,false,false,false,false
wp-syntax-download-extension,false,false,false,false,false,false
optimise-link-automation,false,false,false,false,false,false
cf7-support-deprecated-settings,false,false,false,false,false,false
lyrics-search-plugin,false,false,false,false,false,false
kommentvalasz,true,false,false,false,false,false
heat-chatfuel-integration,false,false,false,false,false,false
rut-chileno-con-validacion,false,false,false,false,false,false
adminpage-helper,false,false,false,false,false,false
ycontributors,false,false,false,false,false,false
arukereso-megbizhato-bolt-integracio,true,false,false,false,false,false
elements-buddy,false,false,false,false,false,false
filter-gallery,false,false,false,false,false,false
comment-author-role-label,true,false,false,false,false,false
meks-smart-social-widget,false,false,false,false,false,false
vandapardakht-payment-for-woocommerce,false,false,false,false,false,false
custom-fields-shortcode,false,false,false,false,false,false
delete-post-revisions-on-single-click,false,false,false,false,false,false
backdrop,false,false,false,false,false,false
disable-new-user-notification,false,false,false,false,false,false
organized,true,false,true,false,false,true
atlas-discuss-quote-form,true,false,false,false,false,false
callbackkiller-service-widget,true,false,true,false,false,true
fat-coming-soon,false,false,false,false,false,false
simple-flickr-set,true,false,false,false,false,false
prevent-concurrent-logins,true,false,true,false,false,true
mobile-app-api,true,false,true,false,false,true
wp-limit-login-attempts,true,false,true,false,false,true
mi-logo-slider,true,false,false,false,false,false
youtube-simple-gallery,false,false,false,false,false,false
simple-membership-wp-user-import,true,false,false,false,false,false
bft-autoresponder,true,false,true,false,true,true
wonderm00ns-gallery-link-size-changer,false,false,false,false,false,false
nurelm-get-posts,false,false,false,false,false,false
cardznet,true,true,true,false,false,true
vbulletin-integration-bridge,true,false,false,false,false,false
wp-responsive-slab-text,true,false,true,false,false,true
conditional-content-cf-lite,true,false,false,false,false,false
leanpress,false,false,false,false,false,false
simple-aweber-integration,false,false,false,false,false,false
regione-provincia-comune,false,false,false,false,false,false
pricetable-wp,false,false,false,false,false,false
woocommerce-smart-collection,false,false,false,false,false,false
map-multi-marker,true,false,false,false,false,false
turulmeme-shares,false,false,false,false,false,false
private-tags,false,false,false,false,false,false
duitku-social-payment-gateway,true,false,false,false,true,true
zest-marketing,false,false,false,false,false,false
contact-and-social-sticky-bar,false,false,false,false,false,false
codeless-page-builder,false,false,false,false,false,false
wpadmin-color-switch,false,false,false,false,false,false
perelink,false,false,false,false,false,false
modular-custom-css,false,false,false,false,false,false
tabber,true,false,false,false,false,false
pagination-for-pages,false,false,false,false,false,false
help-ukraine,false,false,false,false,false,false
latest-post-by-ahsan,true,false,false,false,false,false
sync-snapp-ecommerce,false,false,false,false,false,false
download-post-comments,false,false,false,false,false,false
laboreal-video-gallery,true,false,false,false,false,false
gfb-author-bio-widget,true,false,false,false,false,false
fetch-mailchimp-fields,true,false,false,false,false,false
truth,true,false,true,false,false,true
mtc-fortune-cookies,true,false,false,false,false,false
backwards-compatible-permalinks,false,false,false,false,false,false
wp-admin-notice,false,false,false,false,false,false
redirect-network-login,false,false,false,false,false,false
envynotifs,false,false,false,false,false,false
flash-video-player,false,false,false,false,false,false
qubik-envios,true,false,false,false,false,false
sp-google-maps,false,false,false,false,false,false
dynamic-sidebar-menu,false,false,false,false,false,false
category-filter,false,false,false,false,false,false
show-post-categories,true,false,false,false,false,false
wp-multilingual-sitemap,false,false,false,false,false,false
my-wp-glossary,true,false,false,false,false,false
rapid-custom-post-types,false,false,false,false,false,false
offerprice,false,false,false,false,false,false
wp-thumbnail-column,false,false,false,false,false,false
iso-2-utf-data-converter,false,false,false,false,false,false
oi-yamaps,true,false,true,false,false,true
wp-analytics,true,false,true,false,false,true
last-visited-pages,false,false,false,false,false,false
minimum-viable-sharing-meta,false,false,false,false,false,false
adjust-admin-categories,true,false,false,false,false,false
dot-embed,false,false,false,false,false,false
read-later-buttons,false,false,false,false,false,false
wp-sort-order,true,false,true,false,false,true
taxonomies-widget,false,false,false,false,false,false
gift-wrapping-for-woocommerce,true,false,false,false,false,false
disable-author-archive-redirection,false,false,false,false,false,false
vsf-simple-block,false,false,false,false,false,false
wp-bootstrap-carousel-by-it-pixelz,false,false,false,false,false,false
coin-stats-cryptocurrency-widgets,false,false,false,false,false,false
feed-subscriber-stats,false,false,false,false,false,false
wpeasybuttons,false,false,false,false,false,false
taketin-to-wp-membership,true,false,false,false,true,true
http2-server-push,false,false,false,false,false,false
real-custom-post-order,true,false,true,false,false,true
misiek-photo-album,false,false,false,false,false,false
the-connectome,true,false,false,false,false,false
header-images-rotator,false,false,false,false,false,false
disable-emojis-polyfill,false,false,false,false,false,false
really-simple-csv-importer,true,false,false,false,false,false
pinterest-rss-widget,true,false,false,false,false,false
bbp-toolkit,true,false,false,false,false,false
itstream,true,false,false,false,false,false
aether,true,false,false,false,false,false
secure-xml-rpc,true,false,true,false,false,true
mysqlist,false,false,false,false,false,false
woo-reviews-manager,false,false,false,false,false,false
lenbox-cbnx,true,false,false,true,true,true
rebrand-bertha-ai,false,false,false,false,false,false
simple-shortcodes,false,false,false,false,false,false
combidesk-eboekhouden,true,false,false,false,false,false
cf7-mime-type-check,false,false,false,false,false,false
wp-ai-manager,false,false,false,false,false,false
eventissimo,true,false,true,false,false,true
fortysix-mobile,false,false,false,false,false,false
simple-stock-quotes,false,false,false,false,false,false
javascript-block-widget,false,false,false,false,false,false
poli-payments-for-woocommerce,true,false,false,false,false,false
cf7-blacklist,true,false,false,false,false,false
fns-favorite-post,false,false,false,false,false,false
flickr-over-gfw,false,false,false,false,false,false
language-switcher-for-elementor,false,false,false,false,false,false
stackla-simple-embed,false,false,false,false,false,false
cf7-woo-product-registration,false,false,false,false,false,false
recently-purchased-products-for-woo,false,false,false,false,false,false
related-links-customized-by-page,false,false,false,false,false,false
simple-trackback-disabler,false,false,false,false,false,false
advanced-custom-fields-number-slider,false,false,false,false,false,false
fondy-rcp-gateway,true,false,false,false,false,false
advanced-google-maps-shortcode,true,false,false,false,false,false
agile-crm-newsletter,true,false,true,false,true,true
remove-fields,false,false,false,false,false,false
wp-true-copy-protection,false,false,false,false,false,false
simple-woo-reviews-lite,true,false,true,false,true,true
advanced-product-fields-for-woocommerce,false,false,false,false,false,false
contemplate,false,false,false,false,false,false
meeple-like-us-boardgamegeek,true,false,false,false,false,false
reorder-post-within-categories,false,false,false,false,false,false
simplemailer,true,false,false,false,false,false
woocommerce-add-form-to-product,true,false,false,false,false,false
wp-auto-featured-image,false,false,false,false,false,false
pmpro-aweber,true,false,true,false,false,true
brafton-redirect-exporter,false,false,false,false,false,false
force-first-last,true,false,false,false,false,false
abrestan,true,false,true,true,false,true
podium,false,false,false,false,false,false
wpik-wordpress-basic-ajax-form,false,false,false,false,false,false
wc-trello-powers,true,false,false,true,true,true
wpftp,true,false,false,false,false,false
the-paste,false,false,false,false,false,false
skip-updates,false,false,false,false,false,false
theasys,false,false,false,false,false,false
wp-offscreen-navigation,false,false,false,false,false,false
cookieconsent-io,false,false,false,false,false,false
memonic,true,false,false,true,true,true
popup-anything-on-click,true,false,false,false,false,false
lava-real-estate-manager,true,false,false,false,true,true
responsive-coming-soon-page,true,true,true,false,false,true
wp-pace,false,false,false,false,false,false
wp-easy-metrics,false,false,false,false,false,false
avirato-calendar,false,false,false,false,false,false
wp-doubanshow,false,false,false,false,false,false
theme-folders,false,false,false,false,false,false
sitewide-message,false,false,false,false,false,false
wp-present,false,false,false,false,false,false
outgrow,true,false,false,false,false,false
icon-block,false,false,false,false,false,false
good-loop-ad-widget,false,false,false,false,false,false
woocommerce-paypal-pro-payment-gateway,true,false,true,true,true,true
achprocessing,true,false,false,false,false,false
thydzik-google-map,false,false,false,false,false,false
page-excerpts,false,false,false,false,false,false
migrate-shopify-to-woocommerce,true,true,true,false,true,true
wp-bigfoot,false,false,false,false,false,false
easy-seo-toolkit,false,false,false,false,false,false
if-block-visibility-control-for-blocks,true,false,false,false,false,false
cosmick-star-rating,true,false,true,false,false,true
webdzier-companion,true,false,false,false,false,false
ad-maven,false,false,false,false,false,false
kalendarium-cz,false,false,false,false,false,false
lmbbox-wordpress-plugin-api,false,false,false,false,false,false
add-overcast-payments-to-seriously-simple-podcasting,false,false,false,false,false,false
optimize-wp-website,false,false,false,false,false,false
broadcast-call-to-actions,true,false,false,false,false,false
easypermgals,false,false,false,false,false,false
slide-it-slider-for-woocommerce,false,false,false,false,false,false
anchorman-quotes,false,false,false,false,false,false
lead-captor,true,false,true,false,false,true
local-storage-back-up,true,false,false,false,false,false
debitsuccess,true,false,true,false,true,true
muse-ai,false,false,false,false,false,false
new-album-gallery,true,false,true,false,false,true
wordpress-code-snippet,true,false,false,false,false,false
seo-ready-links,false,false,false,false,false,false
rideshare-importer,false,false,false,false,false,false
pixel-de-yandex-metrica,false,false,false,false,false,false
ayah-of-the-day,false,false,false,false,false,false
buddymobile,true,false,false,false,false,false
wordpress-flash-page-flip,false,false,false,false,false,false
quick-code,true,false,false,false,false,false
contact-form-7-salesking-crm-addon,false,false,false,false,false,false
timeline-and-history-slider,true,false,false,false,false,false
fullscreen-10-for-wp-super-edit,false,false,false,false,false,false
tiny-default-thumbnail,false,false,false,false,false,false
stella-flags,false,false,false,false,false,false
jj-nextgen-jquery-carousel,false,false,false,false,false,false
testimonial-slider-shortcode,false,false,false,false,false,false
fw-anker,false,false,false,false,false,false
stock-ticker,false,false,false,false,false,false
wetech-contact-forms-webhook,true,false,false,false,false,false
gp-user-login-with-email-id,true,false,false,false,false,false
xoo-disable-update-notifications,false,false,false,false,false,false
post-share-buttons,false,false,false,false,false,false
ga-code-visibility,false,false,false,false,false,false
gallery-for-posts-basic,false,false,false,false,false,false
setmore-plus,false,false,false,false,false,false
super-simple-events-list,false,false,false,false,false,false
wsb-etomitreba,false,false,false,false,false,false
white-rabbit-suite,true,true,true,false,true,true
woocommerce-gateway-eway,true,false,false,false,true,true
gamipress-ninja-forms-integration,false,false,false,false,false,false
jquery-roundabout-for-posts,false,false,false,false,false,false
edd-protect-images,false,false,false,false,false,false
postyper,false,false,false,false,false,false
lucas-string-replace,false,false,false,false,false,false
wpcareers,true,false,false,false,false,false
app-generator,true,false,false,false,false,false
mobile-browser-tab-color,false,false,false,false,false,false
elasticommerce-search-form,false,false,false,false,false,false
ajax-shop-loop-quantity-for-woocommerce,false,false,false,false,false,false
nif-num-de-contribuinte-portugues-for-woocommerce,true,false,false,false,false,false
ctcl-stripe,false,false,false,false,false,false
wc-delivery-lpost,true,false,false,false,false,false
xwidgets,true,false,false,false,false,false
egreen-web-meter,false,false,false,false,false,false
ellipsis-human-presence-technology,true,false,false,true,true,true
touchscreen-handyde-news,false,false,false,false,false,false
facebook-likebox-widget-and-shortcode,true,false,true,false,false,true
wikilink,false,false,false,false,false,false
repost,false,false,false,false,false,false
us-heat-map,false,false,false,false,false,false
magic-tooltips-for-contact-form-7,true,false,true,false,false,true
wp-interakt-integration,true,false,true,false,false,true
s3slider-plugin,false,false,false,false,false,false
add-gift-wrapper-for-woocommerce,false,false,false,false,false,false
wp-cssdeck,false,false,false,false,false,false
fcc-nabaztag,false,false,false,false,false,false
maestro-connector,true,false,true,true,true,true
email-sync,true,false,false,false,false,false
katapult,true,false,false,false,false,false
nospamnx,true,false,false,false,false,false
inline-archives,false,false,false,false,false,false
wp-imagelightbox,false,false,false,false,false,false
knowledge-graph,false,false,false,false,false,false
wp-deactivate-features,false,false,false,false,false,false
custom-dashboard-widgets,true,false,false,false,false,false
inserttime,false,false,false,false,false,false
attendance-list,false,false,false,false,false,false
wp-last-login,true,false,true,false,false,true
campwire,true,false,false,false,false,false
all-the-ipsums,false,false,false,false,false,false
bp-moderation,true,false,true,false,false,true
site-traffic-trend,false,false,false,false,false,false
travelmap-blog,false,false,false,false,false,false
fast-gallery-lite,false,false,false,false,false,false
mml-booking-calendar,false,false,false,false,false,false
woo-coinnexus,true,false,true,true,true,true
disable-version-caching,false,false,false,false,false,false
bp-tagbox,true,false,true,false,false,true
igumbi-online-booking,false,false,false,false,false,false
wp-liveracers,false,false,false,false,false,false
wp-jquery-plus,false,false,false,false,false,false
wordpressdeploy,true,false,false,false,false,false
netleader-aviator,false,false,false,false,false,false
instashop,false,false,false,false,false,false
website-file-changes-monitor,true,false,false,false,false,false
custom-search-filter,false,false,false,false,false,false
save-page-to-pdf,false,false,false,false,false,false
ebecas,true,false,true,false,true,true
smart-app-banners,false,false,false,false,false,false
haxtheweb,false,false,false,false,false,false
woo-customers-by-product-purchase,true,false,false,false,false,false
feedoptimise,false,false,false,false,false,false
sbs-oembed-service,false,false,false,false,false,false
adseasy,true,false,true,false,false,true
raratheme-companion,true,false,false,false,false,false
embed-wave,false,false,false,false,false,false
custom-template-learndash,false,false,false,false,false,false
wp-lopa,false,false,false,false,false,false
admail-list-builder-signup-forms,false,false,false,false,false,false
woo-elite-licenser-addon,false,false,false,false,false,false
videographywp,true,false,true,false,false,true
code-highlight,false,false,false,false,false,false
crucial-real-estate,true,false,true,false,true,true
ni-order-filter-for-woocommerce,true,false,false,false,false,false
custombot,true,false,false,false,false,false
customize-search-results-order,false,false,false,false,false,false
feedaggregator,false,false,false,false,false,false
enqueueror,false,false,false,false,false,false
modeloform,true,false,false,false,false,false
marketplace-items,true,false,true,false,false,true
posts-for-page,true,false,false,false,false,false
donation-contest-widget,true,false,false,false,false,false
bitcan-widget,false,false,false,false,false,false
mojoauth,true,false,false,false,false,false
hemmy-core,true,false,true,true,true,true
ob-contact-form,true,false,true,false,false,true
fix-and-flip-calculator,false,false,false,false,false,false
authorizenet-payment-gateway-for-woocommerce,true,false,false,false,false,false
practo,false,false,false,false,false,false
woo-lhv-hire-purchase,true,false,false,false,false,false
red-editorial-de-blogs,false,false,false,false,false,false
flat-file-bootstrap-slider,false,false,false,false,false,false
auto-tooltip,false,false,false,false,false,false
sociable-re,false,false,false,false,false,false
gf-basic-captcha,false,false,false,false,false,false
complete-bootstrap-4-shortcodes,false,false,false,false,false,false
d-elementor-widgets,false,false,false,false,false,false
autoin-jp,false,false,false,false,false,false
product-widget-glopart,false,false,false,false,false,false
gravity-forms-business-hours,false,false,false,false,false,false
dimme-googlemaps,false,false,false,false,false,false
adunblock,false,false,false,false,false,false
recaptcha-for-bbpress,false,false,false,false,false,false
global-roam-widget,false,false,false,false,false,false
ione360-configurator,false,false,false,false,false,false
wp-blended-images,false,false,false,false,false,false
association-membership-management-software,true,false,false,false,false,false
vote2publish,false,false,false,false,false,false
simple-custom-css,false,false,false,false,false,false
genesis-simple-hero-image,false,false,false,false,false,false
cash-on-delivery-of-russian-post-or-ems-for-woocommerce,false,false,false,false,false,false
wp-webservices,true,false,false,false,false,false
scroll-top-pro,false,false,false,false,false,false
affiliates-manager-google-recaptcha-integration,false,false,false,false,false,false
common-links,false,false,false,false,false,false
catconvert,false,false,false,false,false,false
multilingual-contact-form-7-with-polylang,false,false,false,false,false,false
flexible-table-block,false,false,false,false,false,false
connections-business-directory-education-levels,false,false,false,false,false,false
wp-mobile-detect,false,false,false,false,false,false
wp-campaign-manager,false,false,false,false,false,false
wp-x-mullet,false,false,false,false,false,false
dw-notifications,true,false,true,false,false,true
zool-viral-ads,true,false,false,false,false,false
twitter-cards,true,false,false,false,false,false
500apps-schedulecc,false,false,false,false,false,false
pingchecker,false,false,false,false,false,false
yoo-slider,true,false,false,false,false,false
vulgar-detector,false,false,false,false,false,false
blueglass-maintenance,true,false,false,false,false,false
learntalk-signup,false,false,false,false,false,false
leshou,true,false,false,false,false,false
product-attribute-on-cart,false,false,false,false,false,false
category-text-widget,false,false,false,false,false,false
woo-watchlist-notifications,true,false,false,false,false,false
home-page-slideshow,false,false,false,false,false,false
scheduled,false,false,false,false,false,false
warm-welcome,false,false,false,false,false,false
materialis-companion,false,false,false,false,false,false
mass-delete-tags,false,false,false,false,false,false
woo-nganluong-gateway,true,false,false,false,false,false
super-accordion,false,false,false,false,false,false
termmeta-api,false,false,false,false,false,false
wc-bulk-assign-linked-products,false,false,false,false,false,false
woo-product-showcase,false,false,false,false,false,false
cc-payment-gateway,true,false,true,false,true,true
ontraport-to-wishlist-integration,true,false,false,false,false,false
r3df-beaver-builder-tinymce-advanced-icon-fix,false,false,false,false,false,false
datacue-for-woocommerce,false,false,false,false,false,false
open-graph-protocol-tools,true,false,false,false,false,false
